id	key	zeit	invitantiphonid	hymnusid	antiphon1id	psalm1id	psalm1	antiphon2id	psalm2id	psalm2	antiphon3id	psalm3id	psalm3	lesungid	lesung	responsoriumid	antiphoncanticumid	canticumid	canticum	bittenid	orationid	kommentar1	kommentar2	antiphoncanticumidCopy	kommentar3
1	?	Lesehore														Versikel	Erste Lesung	Erstes Responsorium	Zweite Lesung	Zweites Responsorium	Oration				
2	1. Woche Adventszeit|So	Laudes	7580	3449	4505	2681	Ps 63,2-9	4506	2682	Vgl. Dan 3,57-88	4507	2871	Ps 149	3004	Röm 13,11b-12	3373	4508	2684	Lk 1,68-79	3268	3391	.			
3	1. Woche Adventszeit|Mo	Laudes	7580	3449	4509	2687	Ps 5,2-10.12-13	4510	2829	1 Chr 29,10-13	4511	2688	Ps 29	3006	Jes 2,3	3374	4668	2684	Lk 1,68-79	3270	3393	.			
4	1. Woche Adventszeit|Di	Laudes	7580	3449	4515	2692	Ps 24	4516	2693	Tob 13,2-5b.7c-9	4517	2694	Ps 33	3008	Gen 49,10	3374	4670	2684	Lk 1,68-79	3273	3394	.			
5	1. Woche Adventszeit|Mi	Laudes	7580	3449	4521	2699	Ps 36	4522	2700	Jdt 16,1-2a.13-15	4523	2701	Ps 47	3010	Jes 7,14-15	3374	4672	2684	Lk 1,68-79	3275	3395	.			
6	1. Woche Adventszeit|Do	Laudes	7580	3449	4527	2706	Ps 57	4528	2707	Jer 31,10-13.14b	4529	2708	Ps 48	3012	Jes 45,8	3374	4674	2684	Lk 1,68-79	3277	4675	.			
7	1. Woche Adventszeit|Fr	Laudes	7580	3449	4548	2711	Ps 51	4549	2712	Vgl. Jes 45,15-25	4550	2790	Ps 100	3014	Jer 30,18a.21-22	3374	4676	2684	Lk 1,68-79	3279	3396	.			
8	1. Woche Adventszeit|Sa	Laudes	7580	3449	4554	2718	Ps 119,145-152	4555	2720	Ex 15,1-4a.8-13.17-18	4556	2719	Ps 117	3016	Jes 11,1-2	3374	4681	2684	Lk 1,68-79	3281	3397	.			
9	2. Woche Adventszeit|So	Laudes	7580	3449	4560	2831	Ps 118	4561	2725	Dan 3,52-57	4562	3077	Ps 150	3004	Röm 13,11b-12	3373	4683	2684	Lk 1,68-79	3283	3398	.			
10	2. Woche Adventszeit|Mo	Laudes	7580	3449	4566	2731	Ps 42	4567	2732	Sir 36,1-7.13.16-19	4568	2733	Ps 19,2-7	3006	Jes 2,3	3374	4685	2684	Lk 1,68-79	3285	3399	.			
11	2. Woche Adventszeit|Di	Laudes	7580	3449	4572	2737	Ps 43	4573	2835	Jes 38,10-14.17-18	4574	2739	Ps 65	3008	Gen 49,10	3374	4687	2684	Lk 1,68-79	3287	3400	.			
12	2. Woche Adventszeit|Mi	Laudes	7580	3449	4578	2743	Ps 77	4579	2744	1 Sam 2,1-10	4580	2745	Ps 97	3010	Jes 7,14-15	3374	4689	2684	Lk 1,68-79	3289	3401	.			
13	2. Woche Adventszeit|Do	Laudes	7580	3449	4584	2749	Ps 80	4585	2750	Jes 12,1-6	4586	2751	Ps 81	3012	Jes 45,8	3374	4691	2684	Lk 1,68-79	3291	3402	.			
14	2. Woche Adventszeit|Fr	Laudes	7580	3449	4590	2711	Ps 51	4591	2755	Hab 3,2-4.13a.15-19	4592	2756	Ps 147,12-20 	3014	Jer 30,18a.21-22	3374	4693	2684	Lk 1,68-79	3293	3403	.			
15	2. Woche Adventszeit|Sa	Laudes	7580	3449	4596	2760	Ps 92	4597	2761	Dtn 32,1-7.9-12	4598	2762	Ps 8	3016	Jes 11,1-2	3374	4695	2684	Lk 1,68-79	3295	3404	.			
16	3. Woche Adventszeit|So	Laudes	7580	3449	4602	2765	Ps 93	4603	2682	Vgl. Dan 3,57-88	4604	2767	Ps 148	3004	Röm 13,11b-12	3373	4697	2684	Lk 1,68-79	3297	3405	.			
17	3. Woche Adventszeit|Mo	Laudes	7580	3449	4608	2769	Ps 84	4609	2770	Jes 2,2-5	4610	2771	Ps 96	3006	Jes 2,3	3374	4699	2684	Lk 1,68-79	3299	3406	.			
18	3. Woche Adventszeit|Di	Laudes	7580	3449	4614	2774	Ps 85	4615	2775	Jes 26,1-4.7-9.12	4616	3051	Ps 67	3008	Gen 49,10	3374	4701	2684	Lk 1,68-79	3301	3407	.			
19	3. Woche Adventszeit|Mi	Laudes	7580	3449	4620	2846	Ps 86	4621	2780	Jes 33,13-15a.16	4622	2781	Ps 98	3010	Jes 7,14-15	3374	4703	2684	Lk 1,68-79	3303	3408	.			
20	3. Woche Adventszeit|Do	Laudes	7580	3449	4626	2784	Ps 87	4627	2785	Jes 40,10-17	4628	2786	Ps 99	3012	Jes 45,8	3374	4705	2684	Lk 1,68-79	3305	3409	.			
21	3. Woche Adventszeit|Fr	Laudes	7580	3449	4631	2711	Ps 51	4632	2789	Jer 14,17b-21	4633	2713	Ps 100	3014	Jer 30,18a.21-22	3374	4707	2684	Lk 1,68-79	3307	3410	.			
22	3. Woche Adventszeit|Sa	Laudes	7580	3449	4637	2718	Ps 119,145-152	4638	2793	Weish 9,1-6.9-11	4639	2719	Ps 117					2684	Lk 1,68-79			.			
23	4. Woche Adventszeit|So	Laudes	7580	3449	4643	2796	Ps 118	4644	2725	Dan 3,52-57	4645	3077	Ps 150	3004	Röm 13,11b-12	3373		2684	Lk 1,68-79	3310	3411	.			
24	4. Woche Adventszeit|So|Erg	Laudes																			3411				
25	4. Woche Adventszeit|Mo	Laudes	7580	3449	4649	2798	Ps 90	4650	2799	Jes 42,10-16d	4651	2800	Ps 135,1-12					2684	Lk 1,68-79			.			
26	4. Woche Adventszeit|Di	Laudes	7580	3449	4652	2803	Ps 101	4653	2804	Dan 3,26-27.29.34-41	4654	2805	Ps 144,1-10b					2684	Lk 1,68-79			.			
27	4. Woche Adventszeit|Mi	Laudes	7580	3449	4655	2809	Ps 108	4656	2810	Jes 61,10-62,5	4657	2811	Ps 146					2684	Lk 1,68-79			.			
28	4. Woche Adventszeit|Do	Laudes	7580	3449	4658	2814	Ps 143,1-11	4659	2815	Jes 66,10-14a	4660	3002	Ps 147,1-11					2684	Lk 1,68-79			.			
29	4. Woche Adventszeit|Fr	Laudes	7580	3449	4661	2711	Ps 51	4662	2820	Tob 13,10c-13.15ef.17ab	4663	2821	Ps 147,12-20					2684	Lk 1,68-79			.			
30	4. Woche Adventszeit|Sa	Laudes	7580	3449	4664	3003	Ps 92	4665	2825	Ez 36,24-38	4666	2762	Ps 8					2684	Lk 1,68-79			.			
31																						.			
32	1. Woche Adventszeit|So	Vesper		3452	4711	2685	Ps 110,1-5.7	4712	2686	Ps 114	4713	2730	Offb 19,1-7	3005	Phil 4,4-5	3372	4667	2828	Lk 1,46-55	3269	3391	.			
33	1. Woche Adventszeit|Mo	Vesper		3452	4512	2689	Ps 11	4513	2690	Ps 15	4514	3001	Eph 1,3-10	3007	Phil 3,20b-21	3375	4669	2828	Lk 1,46-55	3272	3393	.			
34	1. Woche Adventszeit|Di	Vesper		3452	4518	2696	Ps 20	4519	2697	Ps 21,2-8.14	4520	2698	Offb 4,11; 5,9.10.12	3009	Vgl. 1 Kor 1,7b-9	3375	4671	2828	Lk 1,46-55	3274	3394	.			
35	1. Woche Adventszeit|Mi	Vesper		3452	4524	2703	Ps 27	4525	2704	Ps 27	4526	2702	Kol 1,12-20	3011	1 Kor 4,5	3375	4673	2828	Lk 1,46-55	3276	3395	.			
36	1. Woche Adventszeit|Do	Vesper		3452	4530	2709	Ps 30	4546	2710	Ps 32	4547	3070	Offb 11,17-18; 12,10b-12a	3013	Jak 5,7-8.9b	3375	4709	2828	Lk 1,46-55	3278	4675	.			
37	1. Woche Adventszeit|Fr	Vesper		3452	4551	2715	Ps 41	4552	2716	Ps 46	4553	2717	Offb 15,3-4	3015	2 Petr 3,8b-9	3375	4710	2828	Lk 1,46-55	3280	3396	.			
38	1. Woche Adventszeit|Sa	Vesper		3452	4557	2826	Ps 119,105-112	4558	2722	Ps 16	4559	2723	Phil 2,6-11	3017	1 Thess 5,23-24	3372	4682	2828	Lk 1,46-55	3282	3398	.			
39	2. Woche Adventszeit|So	Vesper		3452	4563	3071	Ps 110,1-5.7	4564	2729	Ps 115	4565	2730	Offb 19,1-7	3005	Phil 4,4-5	3372	4684	2828	Lk 1,46-55	3284	3398	.			
40	2. Woche Adventszeit|Mo	Vesper		3452	4569	2734	Ps 45	4570	2735	Ps 45	4571	3001	Eph 1,3-10	3007	Phil 3,20b-21	3375	4686	2828	Lk 1,46-55	3286	3399	.			
41	2. Woche Adventszeit|Di	Vesper		3452	4575	3078	Ps 49 	4576	2741	Ps 49	4577	2698	Offb 4,11; 5,9.10.12	3009	Vgl. 1 Kor 1,7b-9	3375	4688	2828	Lk 1,46-55	3288	3400	.			
42	2. Woche Adventszeit|Mi	Vesper		3452	4581	2746	Ps 62	4582	3079	Ps 67	4583	2702	Kol 1,12-20	3011	1 Kor 4,5	3375	4690	2828	Lk 1,46-55	3290	3401	.			
43	2. Woche Adventszeit|Do	Vesper		3452	4587	2752	Ps 72	4588	2753	Ps 72	4589	3070	Offb 11,17-18; 12,10b-12a	3013	Jak 5,7-8.9b	3375	4692	2828	Lk 1,46-55	3292	3402	.			
44	2. Woche Adventszeit|Fr	Vesper		3452	4593	2757	Ps 116,1-9	4594	2758	Ps 121,1-8	4595	2717	Offb 15,3-4	3015	2 Petr 3,8b-9	3375	4694	2828	Lk 1,46-55	3294	3403	.			
45	2. Woche Adventszeit|Sa	Vesper		3452	4599	2763	Ps 113	4600	2764	Ps 116,10-19	4601	2723	Phil 2,6-11	3017	1 Thess 5,23-24	3372	4696	2828	Lk 1,46-55	3296	3405	.			
46	3. Woche Adventszeit|So	Vesper		3452	4605	2838	Ps 110,1-5.7	4606	2766	Ps 111	4607	2730	Offb 19,1-7	3005	Phil 4,4-5	3372	4698	2828	Lk 1,46-55	3298	3405	.			
47	3. Woche Adventszeit|Mo	Vesper		3452	4611	2772	Ps 123	4612	2773	Ps 124	4613	3001	Eph 1,3-10	3007	Phil 3,20b-21	3375	4700	2828	Lk 1,46-55	3300	3406	.			
48	3. Woche Adventszeit|Di	Vesper		3452	4617	2777	Ps 125	4618	2778	Ps 131	4619	2698	Offb 4,11; 5,9.10.12	3009	1 Kor 1,7b-9	3375	4702	2828	Lk 1,46-55	3302	3407	.			
49	3. Woche Adventszeit|Mi	Vesper		3452	4623	2782	Ps 126	4624	2783	Ps 127	4625	2702	Kol 1,12-20	3011	1 Kor 4,5	3375	4704	2828	Lk 1,46-55	3304	3408	.			
50	3. Woche Adventszeit|Do	Vesper		3452	4629	2787	Ps 132	4630	2788	Ps 132	4547	2754	Offb 11,17-18; 12,10b-12a	3013	Jak 5,7-8.9b	3375	4706	2828	Lk 1,46-55	3306	3409	.			
51	3. Woche Adventszeit|Fr	Vesper		3452	4634	2791	Ps 135	4635	2792	Ps 135	4636	2717	Offb 15,3-4	3015	2 Petr 3,8b-9	3375	4708	2828	Lk 1,46-55	3308	3410	.			
52	3. Woche Adventszeit|Sa	Vesper		3452	4640	2794	Ps 122	4641	2795	Ps 130	4642	2723	Phil 2,6-11	3017	1 Thess 5,23-24	3372		2828	Lk 1,46-55	3309	3411	.			
53	4. Woche Adventszeit|So|Erg	Vesper																			3411				
54	4. Woche Adventszeit|So	Vesper		3452	4646	2838	Ps 110,1-5.7	4647	2797	Ps 112	4648	2730	Offb 19,1-7	3005	Phil 4,4-5	3372		2828	Lk 1,46-55		3411	.			
55	4. Woche Adventszeit|Mo	Vesper		3452	4649	2801	Ps 136	4650	2802	Ps 136	4651	3001	Eph 1,3-10					2828	Lk 1,46-55			.			
56	4. Woche Adventszeit|Di	Vesper		3452	4652	2806	Ps 137,1-6	4653	2807	Ps 138	4654	2698	Offb 4,11; 5,9.10.12					2828	Lk 1,46-55			.			
57	4. Woche Adventszeit|Mi	Vesper		3452	4655	2812	Ps 139,1-12	4656	2813	Ps 139,13-18.23-24	4657	2702	Kol 1,12-20					2828	Lk 1,46-55			.			
58	4. Woche Adventszeit|Do	Vesper		3452	4658	2817	Ps 144,1-8	4659	2818	Ps 144,9-15	4660	3070	Offb 11,17-18; 12,10b-12a					2828	Lk 1,46-55			.			
59	4. Woche Adventszeit|Fr	Vesper		3452	4661	2822	Ps 145,1-13	4662	2823	Ps 145,13-21	4663	2717	Offb 15,3-4					2828	Lk 1,46-55			.			
60	4. Woche Adventszeit|Sa	Vesper		3452	4500	2676	Ps 141,1-9	4501	2679	Ps 142,2-8	4502	2723	Phil 2,6-11	3017	1 Thess 5,23-24	3372		2828	Lk 1,46-55	3267	3391	.			
61																									
62	So vor 24.12.	Laudes																							
63	Mo vor 24.12.	Laudes			4649			4650			4651														
64	Di vor 24.12.	Laudes			4652			4653			4654														
65	Mi vor 24.12.	Laudes			4655			4656			4657														
66	Do vor 24.12.	Laudes			4658			4659			4660														
67	Fr vor 24.12.	Laudes			4661			4662			4663														
68	Sa vor 24.12.	Laudes																							
69	So vor 24.12.	Vesper																							
70	Mo vor 24.12.	Vesper			4649			4650			4651														
71	Di vor 24.12.	Vesper			4652			4653			4654														
72	Mi vor 24.12.	Vesper			4655			4656			4657														
73	Do vor 24.12.	Vesper			4658			4659			4660														
74	Fr vor 24.12.	Vesper			4661			4662			4663														
75	Sa vor 24.12.	Vesper																							
76																									
77																						.			
78	17.12.	Laudes	7581											3016	Jes 11,1-2	3374	4806			3312	3412	.			
79	17.12.	Vesper												3017	1 Thess 5,23-24	3372	4807			3313	3412	.			
80	18.12.	Laudes	7581											3004	Röm 13,11b-12	3374	4808			3314	3413	.			
81	18.12.	Vesper												3005	Phil 4,4-5	3372	4809			3315	3413	.			
82	19.12.	Laudes	7581											3006	Jes 2,3	3374	4810			3317	3414	.			
83	19.12.	Vesper												3007	Phil 3,20b-21	3375	4811			3318	3414	.			
84	20.12.	Laudes	7581											3008	Gen 49,10	3374	4812			3319	3415	.			
85	20.12.	Vesper												3009	Vgl. 1 Kor 1,7b-9	3375	4813			3320	3415	.			
86	21.12.	Laudes	7581											3010	Jes 7,14-15	3374	4814			3321	3416	.			
87	21.12.	Vesper												3011	1 Kor 4,5	3375	4815			3322	3416	.			
88	22.12.	Laudes	7581											3012	Jes 45,8	3374	4816			3323	3417	.			
89	22.12.	Vesper												3013	Jak 5,7-8.9b	3375	4817			3324	3417	.			
90	23.12.	Laudes	7581											3014	Jer 30,18a.21-22	3374	4818			3325	3418	.			
91	23.12.	Vesper												3015	2 Petr 3,8b-9	3375	4819			3326	3418	.			
92	24.12.	Laudes	7582		4720			4721			4722			3016	Jes 11,1-2	3376	4723			3327	3419	.			
93	24.12.	Vesper		3457	4724	2859	Ps 113	4725	2866	Ps 147,12-20	4726	2839	Phil 2,6-11	3018	Gal 4,4-5	3377	4733	2828	Lk 1,46-56	3328	3420	.			
94	25.12.	Laudes	7585	3455	4734	3019	Ps 63,2-9	4735	3020	Vgl. Dan 3,57-88	4736	3021	Ps 149	3022	Hebr 1,1-2	3378	4737	2827	Lk 1,68-80	3329	3421	.			
95	25.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3025	1 Joh 1,1-3	3379	4741	2828	Lk 1,46-56	3330	3422	.			
96	26.12.	Laudes	7590	3459	4746	3019	Ps 63,2-9	4747	3020	Vgl. Dan 3,57-88	4748	3021	Ps 149	3031	Apg 6,2b-5a	3382	4820	2827	Lk 1,68-80	3333	3424	.			
97	26.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3032	1 Joh 1,5b-7	3379	4821	2828	Lk 1,46-56	3334	3425	.			
98	27.12.	Laudes	7588	3460	4749	3019	Ps 63,2-9	4750	3020	Vgl. Dan 3,57-88	4751	3021	Ps 149	3033	Apg 4,19-20	3383	4822	2827	Lk 1,68-80	3335	3426	.			
99	27.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3034	Röm 8,3b-4	3379	4823	2828	Lk 1,46-56	3336	3421	.			
100	28.12.	Laudes	7591	3461	4770	3019	Ps 63,2-9	4771	3020	Vgl. Dan 3,57-88	4772	3021	Ps 149	3035	Jer 31,15	3384	4824	2827	Lk 1,68-80	3337	3427	.			
101	28.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3036	Eph 2,3b-5	3379	4825	2828	Lk 1,46-56	3338	3428	.			
102	29.12.	Laudes	7585	3455	4734	3019	Ps 63,2-9	4735	3020	Vgl. Dan 3,57-88	4736	3021	Ps 149	3022	Hebr 1,1-2	3378	4826	2827	Lk 1,68-80	3339	3429	.			
103	29.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3025	1 Joh 1,1-3	3379	4827	2828	Lk 1,46-56	3340	3429	.			
104	30.12.	Laudes	7585	3455	4734	3019	Ps 63,2-9	4735	3020	Vgl. Dan 3,57-88	4736	3021	Ps 149	3037	Jes 9,5	3378	4828	2827	Lk 1,68-80	3341	3430	.			
105	30.12.	Vesper		3457	4738	2862	Ps 110,1-5.7 	4739	3023	Ps 130	4740	3024	Kol 1,12-20	3038	2 Petr 1,3-4	3379	4829	2828	Lk 1,46-56	3342	3430	.			
106	31.12.	Laudes	7585	3455	4734	3019	Ps 63,2-9	4735	3020	Vgl. Dan 3,57-88	4736	3021	Ps 149	3039	Jes 4,2-3	3378	4830	2827	Lk 1,68-80	3343	3431	.			
107	31.12.	Vesper		3463	4773	2859	Ps 113	4774	2866	Ps 147,12-20	4775	2867	Vgl. Eph 1,3-10	3018	Gal 4,4-5	3379	4831	2828	Lk 1,46-56	3344	3433	.			
108	1.1.	Laudes	7584	3462	4776	3019	Ps 63,2-9	4777	3020	Vgl. Dan 3,57-88	4778	3021	Ps 149	3040	Mi 5,2-3a	3378	4832	2827	Lk 1,68-80	3345	3433	.			
109	1.1.	Vesper		3457	4773	3028	Ps 122	4774	3029	Ps 127	4775	2867	Vgl. Eph 1,3-10 	3018	Gal 4,4-5	3379	4833	2828	Lk 1,46-56	3346	3433	.			
110																						.			
111	Hl. FamilieVortag	Vesper		3457	4779	2859	Ps 113	4780	2866	Ps 147,12-20	4781	2867	Vgl. Eph 1,3-10 	3026	2 Kor 8,9	3379	4834	2828	Lk 1,46-56	3331	3423	.			
112	Hl. Familie	Laudes	7583	3455	4782	3019	Ps 63,2-9	4783	3020	Vgl. Dan 3,57-88	4784	3021	Ps 149	3027	Dtn 5,16	3380	4835	2827	Lk 1,68-80	3332	3423	.			
113	Hl. Familie	Vesper		3457	4785	3028	Ps 122	4786	3029	Ps 127	4787	2867	Vgl. Eph 1,3-10 	3030	Phil 2,6-7	3381	4836	2828	Lk 1,46-56	3331	3423	.			
114																						.			
115	2. Sonntag nach WeihnachtenVortag	Vesper		3457	4788	2826	Ps 119,105-112	4789	2722	Ps 16	4790	2723	Phil 2,6-11	3041	1 Joh 5,20	3379	4837	2828	Lk 1,46-56	3328	3434	.			
116	2. Sonntag nach Weihnachten	Laudes	7585	3455	4791	2831	Ps 118	4792	2725	Dan 3,52-57	4793	3077	Ps 150	3022	Hebr 1,1-2	3385	4838	2827	Lk 1,68-80	3329	3434	.			
117	2. Sonntag nach Weihnachten	Vesper		3457	4794	3071	Ps 110,1-5.7	4795	2729	Ps 115	4796	2730	Vgl. Offb 19,1-7	3025	1 Joh 1,1-3	3379	4839	2828	Lk 1,46-56	3330	3434	.			
118																						.			
119	#2.1.	Laudes	7585	3455										3067	Jes 49,8b-9	3378	4843			3347	3435	.			
120	#2.1.	Vesper		3457										3081	Kol 1,13-15	3379	4844			3348	3435	.			
121	2.1.	Laudes	7585	3455										3067	Jes 49,8b-9	3378	6416			3347	3735	mit Basilius			
122	2.1.	Vesper		3457										3081	Kol 1,13-15	3379	6417			3348	3735	mit Basilius			
123	3.1.	Laudes	7585	3455										3082	Jes 62,11b-12a	3378	4845			3349	3436	.			
124	3.1.	Vesper		3457										3032	1 Joh 1,5b.7	3379	4846			3350	3436	.			
125	4.1.	Laudes	7585	3455										3083	Jes 45,22-24	3378	4847			3351	3437	.			
126	4.1.	Vesper		3457										3034	Röm 8,3b-4	3379	4848			3352	3437	.			
127	5.1.	Laudes	7585	3455										3084	Weish 7,26-27	3378	4849			3353	3438	.			
128	5.1.	Vesper		3465	4797	3042	Ps 135	4798	3043	Ps 135	4799	3044	Vgl. 1 Tim 3,16	3045	2 Tim 1,9-10	3386	4840	2828	Lk 1,46-56	3356	3441				
129	6.1.	Laudes	7586	3464	4800	3019	Ps 63,2-9	4801	3020	Vgl. Dan 3,57-88	4802	3021	Ps 149	3046	Jes 52,7-10	3387	4841	2827	Lk 1,68-80	3357	3441	.			
130	6.1.	Vesper		3465	4803	2862	Ps 110,1-5.7	4804	3047	Ps 112	4805	2865	Offb 15,3-4	3048	Tit 3,4-5	3386	4842	2828	Lk 1,46-56	3356	3441	.			
131	7.1.	Laudes	7586	3464										3037	Jes 9,5	3387	4899			3355	3442	.			
132	7.1.	Vesper		3465										3038	2 Petr 1,3-4	3386	4800			3359	3442	.			
133	8.1.	Laudes	7586	3464										3039	Jes 4,2-3	3387	4852			3360	3443	.			
134	8.1.	Vesper		3465										3036	Eph 2,3b-5	3386	4853			3361	3443	.			
135	9.1.	Laudes	7586	3464										3067	Jes 49,8b-9	3387	4854			3362	3444	.			
136	9.1.	Vesper		3465										3081	Kol 1,13-15	3386	4855			3363	3444	.			
137	10.1.	Laudes	7586	3464										3082	Jes 62,11b-12a	3387	4856			3364	3445	.			
138	10.1.	Vesper		3465										3032	1 Joh 1,5b.7	3386	4857			3365	3445	.			
139	11.1.	Laudes	7586	3464										3083	Jes 45,22-24	3387	4858			3366	3446	.			
140	11.1.	Vesper		3465										3034	Röm 8,3b-4	3386	4859			3367	3446	.			
141	12.1.	Laudes	7586	3464										3084	Weish 7,26-27	3387	4860			3368	3447	.			
142																						.			
143																									
144	Aschermittwoch|Mi	Laudes	7664	3701	5261	2809	Ps 108	5263	2810	Jes 61,10 - 62,5	5265	2811	Ps 146	2872	Dtn 7,6.8-9	3474	5311	2827	Lk 1,68-80	3087	5657				
145	Aschermittwoch|Mi	Vesper		3704	5267	2812	Ps 139,1-18.23-24	5269	2813	Ps 139,1-18.23-24	5094	2702	Kol 1,12-20	2873	Phil 2,12b-15a	3475	5312	2828	Lk 1,46-56	3088	5657				
146	Aschermittwoch|Do	Laudes	7664	3701	5271	2814	Ps 143,1-11	5273	2815	Jes 66,10-14a	5275	2816	Ps 147,1-11	2874	Vgl. 1 Kön 8,51a.52-53	3474	5313	2827	Lk 1,68-80	3089	5658				
147	Aschermittwoch|Do	Vesper		3704	5277	2817	Ps 144	5278	2818	Ps 144	5280	2754	Offb 11,17-18; 12,10b-12a	2875	Jak 4,7-8.10	3475	5314	2828	Lk 1,46-56	3090	5658				
148	Aschermittwoch|Fr	Laudes	7664	3701	5282	2711	Ps 51	5284	2820	Tob 13,10c-13.15ef.17ab	5286	2821	Ps 147,12-20	2876	Jes 53,11b-12	3474	5315	2827	Lk 1,68-80	3091	5659				
149	Aschermittwoch|Fr	Vesper		3704	5288	2822	Ps 145	5290	2823	Ps 145	5128	2717	Offb 15,3-4	2877	Jak 5,16.19-20	3475	5316	2828	Lk 1,46-56	3092	5659				
150	Aschermittwoch|Sa	Laudes	7664	3701	5293	2824	Ps 92	5295	2825	Ez 36,24-28	5297	2762	Ps 8	2878	Jes 1,16-18	3474	5317	2827	Lk 1,68-80	3093	5660				
151	Aschermittwoch|Sa	Vesper		3704	4900	2676	Ps 141,1-9	4903	2679	Ps 142	4906	2680	Phil 2,6-11	2879	2 Kor 6,1-4a	3476	5318	2828	Lk 1,46-56	3094	5557				
152																									
153	1. Woche Fastenzeit|So	Laudes	7664	3701	4912	2681	Ps 63,2-9	4915	2682	Vgl. Dan 3,57-88	4918	2683	Ps 149	2881	Neh 8,9b.10b	3477	5323	2827	Lk 1,68-80	3096	5557				
154	1. Woche Fastenzeit|So	Vesper		3704	4939	3075	Ps 110,1-5.7	4942	2686	Ps 114	4945	2833	1 Petr 2,21-24	2883	Vgl. 1 Kor 9,24-25	3476	5328	2828	Lk 1,46-56	3098	5557				
155	1. Woche Fastenzeit|Mo	Laudes	7664	3701	4949	2687	Ps 5,2-10.12-13	4951	2829	1 Chr 29,10-13	4953	2688	Ps 29	2885	Ex 19,4ac-6a	3474	5333	2827	Lk 1,68-80	3100	5562				
156	1. Woche Fastenzeit|Mo	Vesper		3704	4955	2689	Ps 11	4957	2690	Ps 15	4959	2736	Vgl. Eph 1,3-10	2887	Röm 12,1-2	3475	5338	2828	Lk 1,46-56	3102	5562				
157	1. Woche Fastenzeit|Di	Laudes	7664	3701	4961	2692	Ps 24	4963	2693	Tob 13,2-5b.7c-9	4965	2694	Ps 33	2889	Joël 2,12-13	3474	5343	2827	Lk 1,68-80	3104	5567				
158	1. Woche Fastenzeit|Di	Vesper		3704	4967	2696	Ps 20	4969	2697	Ps 21,2-8.14	4971	2698	Offb 4,11; 5,9.10.12	2891	Jak 2,14.17.18b	3475	5348	2828	Lk 1,46-56	3106	5567				
159	1. Woche Fastenzeit|Mi	Laudes	7664	3701	4973	2699	Ps 36	4975	2700	Jdt 16,1-2a.13-15	4977	2701	Ps 47	2872	Dtn 7,6.8-9	3474	5353	2827	Lk 1,68-80	3108	5572				
160	1. Woche Fastenzeit|Mi	Vesper		3704	4979	2703	Ps 27	4981	2830	Ps 27	4983	2702	Kol 1,12-20	2873	Phil 2,12b-15a	3475	5358	2828	Lk 1,46-56	3110	5572				
161	1. Woche Fastenzeit|Do	Laudes	7664	3701	4985	2706	Ps 57	4987	2707	Jer 31,10-13.14b	4989	2708	Ps 48	2874	Vgl. 1 Kön 8,51a.52-53	3474	5363	2827	Lk 1,68-80	3112	5577				
162	1. Woche Fastenzeit|Do	Vesper		3704	4991	2709	Ps 30	4993	2710	Ps 32	4995	2754	Offb 11,17-18; 12,10b-12a	2875	Jak 4,7-8.10	3475	5368	2828	Lk 1,46-56	3114	5577				
163	1. Woche Fastenzeit|Fr	Laudes	7664	3701	4997	2711	Ps 51	4999	2832	Vgl. Jes 45,15-25	5001	2713	Ps 100	2876	Jes 53,11b-12	3474	5373	2827	Lk 1,68-80	3116	5582				
164	1. Woche Fastenzeit|Fr	Vesper		3704	5003	2715	Ps 41	5005	2716	Ps 46	5007	2717	Offb 15,3-4	2877	Jak 5,16.19-20	3475	5378	2828	Lk 1,46-56	3118	5582				
165	1. Woche Fastenzeit|Sa	Laudes	7664	3701	5009	2718	Ps 119,145-152	5011	2720	Ex 15,1-4a.8-13.17-18	5013	2719	Ps 117	2878	Jes 1,16-18	3474	5383	2827	Lk 1,68-80	3120	5587				
166	1. Woche Fastenzeit|Sa	Vesper		3704	5015	2826	Ps 119,105-112	5018	2722	Ps 16	5021	2723	Phil 2,6-11	2879	2 Kor 6,1-4a	3476	5319	2828	Lk 1,46-56	3095	5560				
167																									
168	2. Woche Fastenzeit|So	Laudes	7664	3701	5024	2831	Ps 118	5027	2725	Dan 3,52-57	5030	2726	Ps 150	2881	Neh 8,9b.10b	3477	5324	2827	Lk 1,68-80	3097	5560				
169	2. Woche Fastenzeit|So	Vesper		3704	5033	2728	Ps 110,1-5.7	5037	2729	Ps 115	5040	2833	1 Petr 2,21-24	2883	Vgl. 1 Kor 9,24-25	3476	5329	2828	Lk 1,46-56	3099	5560				
170	2. Woche Fastenzeit|Mo	Laudes	7664	3701	5043	2834	Ps 42	5046	2732	Sir 36,1-7.13.16-19	5049	2733	Ps 19,2-7	2885	Ex 19,4ac-6a	3474	5334	2827	Lk 1,68-80	3101	5565				
